2.819550900312606e-06 9.974039585358696e-06 2.962786084026447e-06 3.201532081220648e-06 1.752922003106505e-06 0 3.61796037395834e-06 6.696815944451373e-06 6.454163481480051e-06 5.117562523082597e-06 2.83347669340271e-06 4.287824822313269e-06 2.47519671409629e-06 6.064798299121321e-06 2.312982997643827e-06 3.572268302117924e-06
0 0 3.757424849482049e-06 3.654070269476506e-06 0 0 6.002719487696595e-06 4.930716743599208e-06 5.28105911143939e-06 3.769223277621287e-06 9.512396218269714e-06 3.273993830329606e-06 4.920916694572952e-06 2.980051749545964e-06 6.025974926160416e-06 2.998165671540067e-06
0 0 3.523151690387749e-06 5.396060877111657e-06 1.652221612857829e-06 0 5.186356209681738e-06 5.177046836656195e-06 3.777390491320278e-06 4.255987931855998e-06 3.355442649990437e-06 4.178725794190541e-06 3.798464423322333e-06 4.331778200139524e-06 3.108019461285073e-06 3.700608222061419e-06
0 0 0 3.90895613122666e-06 0 2.599656681923079e-06 6.453585206145362e-06 4.552816806478534e-06 5.948242716158347e-06 3.525523690465585e-06 7.257669949467527e-06 3.537475221391004e-06 9.25438093872799e-06 3.315613494950495e-06 4.38482435735447e-06 3.878117099145816e-06
0 0 0 0 0 0 3.002732000823016e-06 0 2.388380607953877e-06 0 7.648837481610826e-06 0 2.16217529214191e-06 0 2.210277154352463e-06 4.549858886093716e-06
0 0 0 0 0 0 0 3.346594363999126e-06 0 3.136222078735175e-06 5.719221007893793e-06 3.420293887756998e-06 0 3.255859589692343e-06 0 2.459216347006077e-06
0 0 0 0 0 0 4.481552753761098e-06 1.228202111250871e-05 2.501917482401371e-06 8.669558174419348e-06 2.431428762186075e-06 9.035197895319734e-06 2.904063940616489e-06 7.782668490108335e-06 5.418144235136424e-06 9.50346223458892e-06
0 0 0 0 0 0 0 4.552877590286314e-06 8.074614499210057e-06 3.172984497884777e-06 6.51858203003609e-06 2.944245112325775e-06 6.660087332680373e-06 3.093859150895797e-06 8.762184003379453e-06 5.130966660685444e-06
0 0 0 0 0 0 0 0 2.826387241493818e-06 5.954278939814527e-06 2.447182582133389e-06 6.488747355130424e-06 2.714988037149325e-06 6.055406298731793e-06 4.588786911917037e-06 5.558498100864922e-06
0 0 0 0 0 0 0 0 0 3.266947238377509e-06 5.059538216301007e-06 2.892114611545781e-06 5.745271258612254e-06 3.576558765565459e-06 9.042261970006944e-06 7.081759880778566e-06
0 0 0 0 0 0 0 0 0 0 2.634457888461838e-06 6.947973793103301e-06 2.788672879312919e-06 7.502717198804021e-06 3.546568684105963e-06 4.572307106669045e-06
0 0 0 0 0 0 0 0 0 0 0 3.643596076516388e-06 5.921784804741037e-06 4.013700033716883e-06 6.479099738498917e-06 4.206617255046072e-06
0 0 0 0 0 0 0 0 0 0 0 0 3.06676579005701e-06 6.37342036498012e-06 3.917298439884345e-06 4.274303342927374e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 3.497852661054751e-06 6.187008034430619e-06 4.071220497995195e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.100488012849498e-06 4.906531092317717e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.812760276509992e-06
