0 3.884202821306341e-06 3.389028421452167e-06 3.999563399962166e-06 4.246137223162805e-06 3.620547659011208e-06 6.77534012538672e-06 4.29486686925884e-06 4.290751191477354e-06 3.37526739713212e-06 3.434849266644354e-06 4.319812433095649e-06 3.012448087247322e-06 3.477065471694611e-06 2.894571252909373e-06 4.267482230109938e-06
0 0 4.041042757307878e-06 3.75230729332543e-06 0 0 5.196420293681772e-06 3.943960791730206e-06 4.362288109405199e-06 6.477041795603457e-06 0 3.451917058959629e-06 5.034266602403174e-06 3.17991946923774e-06 4.188906677882187e-06 3.511682759405655e-06
0 0 4.148856532992795e-06 4.89904402911634e-06 4.069258920935681e-06 3.73311752355221e-06 4.249142054706883e-06 4.266602672942099e-06 3.413960097104256e-06 4.747728553411434e-06 4.109482770218165e-06 6.248893441807013e-06 4.243747216605698e-06 0 4.105571668845941e-06 5.001749278326989e-06
0 0 0 3.960152753279544e-06 4.517330125963781e-06 0 5.651932421339249e-06 3.722043250794135e-06 5.121886516690211e-06 4.800137359875646e-06 3.53039035871916e-06 3.898959827589958e-06 0 3.666124181715228e-06 4.536581069590863e-06 4.370611942536734e-06
0 0 0 0 0 0 5.672031932135724e-06 3.943530828109942e-06 2.861396023945417e-06 6.371215931721963e-06 3.032837412320077e-06 0 3.621109764632517e-06 0 2.619157568845437e-06 3.085685648329672e-06
0 0 0 0 0 0 2.63823881141434e-06 3.143053163512377e-06 0 3.621021704702798e-06 0 3.430655169722741e-06 0 3.450121539572137e-06 2.60621573033859e-06 3.686355285026366e-06
0 0 0 0 0 0 4.591628286539915e-06 1.177259697376949e-05 3.589693430972175e-06 8.612251274920208e-06 3.239170280215548e-06 6.784229744089711e-06 3.879838703307376e-06 6.573228282442349e-06 5.059782697914996e-06 7.219001671191191e-06
0 0 0 0 0 0 0 5.658348946126692e-06 7.991544167376099e-06 3.609421921782104e-06 6.029776629172071e-06 3.82480612870495e-06 8.20725796302213e-06 3.202060564820964e-06 8.910129998604623e-06 4.81876162843321e-06
0 0 0 0 0 0 0 0 4.366789926470305e-06 4.56617265792209e-06 2.79670491046431e-06 7.047169219731586e-06 3.290394481582443e-06 4.76511931992718e-06 6.134185841355431e-06 5.964339449677097e-06
0 0 0 0 0 0 0 0 0 3.997118185427016e-06 5.233666039809274e-06 2.854985009300443e-06 4.353629378783808e-06 3.799218138142567e-06 5.070338632625256e-06 6.168289652905427e-06
0 0 0 0 0 0 0 0 0 0 3.073534496461188e-06 5.354717359296046e-06 3.135264388410794e-06 5.763383417919006e-06 3.874068398607393e-06 4.759168387653727e-06
0 0 0 0 0 0 0 0 0 0 0 3.27444464640875e-06 5.422157300927211e-06 3.258101360113899e-06 5.086328273633129e-06 5.178286533009668e-06
0 0 0 0 0 0 0 0 0 0 0 0 2.556414386845063e-06 5.190817319089547e-06 3.847568525827683e-06 5.552542233999702e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 3.35149650254607e-06 5.131231442977548e-06 5.125950416675971e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.626392698362052e-06 8.649537392102502e-06
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.835944496842526e-06
